Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Year
Bills,"$12,943,981 ","$4,749,059 ","$22,340,141 ","$2,152,750 ","$32,975,145 ","$75,161,076 ","$21,438,386 ","$24,237,883 ","$23,070,184 ","$13,577,981 ","$13,341,560 ","$95,665,994 ",2021
Bears,"$15,162,197 ","$6,793,142 ","$23,816,178 ","$9,074,724 ","$18,806,298 ","$73,652,539 ","$26,939,624 ","$29,052,430 ","$14,937,106 ","$8,872,500 ","$6,517,421 ","$86,319,081 ",2021
Patriots,"$3,842,908 ","$5,995,321 ","$17,865,475 ","$15,278,024 ","$29,626,483 ","$72,608,211 ","$9,620,537 ","$17,559,662 ","$22,789,047 ","$20,807,958 ","$20,534,652 ","$91,311,856 ",2021
Rams,"$21,515,000 ","$6,524,693 ","$15,345,744 ","$8,559,019 ","$19,911,195 ","$71,855,651 ","$24,636,263 ","$10,301,210 ","$2,935,466 ","$4,560,477 ","$17,562,194 ","$59,995,610 ",2021
Broncos,"$7,063,475 ","$12,823,198 ","$15,644,823 ","$5,387,629 ","$27,755,031 ","$68,674,156 ","$10,943,846 ","$12,395,715 ","$10,360,250 ","$13,133,496 ","$28,883,123 ","$75,716,430 ",2021
Saints,"$4,266,117 ","$8,210,277 ","$14,666,168 ","$11,853,791 ","$29,430,260 ","$68,426,613 ","$8,119,313 ","$16,877,510 ","$11,701,382 ","$19,014,778 ","$8,281,114 ","$63,994,097 ",2021
Steelers,"$29,853,066 ","$5,480,165 ","$8,548,274 ","$6,995,881 ","$15,125,238 ","$66,002,624 ","$23,090,770 ","$10,365,229 ","$11,332,162 ","$7,309,930 ","$21,940,345 ","$74,038,436 ",2021
Chiefs,"$9,351,714 ","$5,433,901 ","$22,867,909 ","$9,570,894 ","$18,617,755 ","$65,842,173 ","$18,486,165 ","$29,594,317 ","$15,978,427 ","$23,604,868 ","$9,058,130 ","$96,721,907 ",2021
Ravens,"$4,028,597 ","$7,300,004 ","$14,428,685 ","$10,494,617 ","$26,461,996 ","$62,713,899 ","$32,559,525 ","$9,520,273 ","$8,917,743 ","$7,604,949 ","$31,470,976 ","$90,073,466 ",2021
Panthers,"$11,654,685 ","$8,710,326 ","$16,677,314 ","$4,033,313 ","$21,170,301 ","$62,245,939 ","$14,544,720 ","$11,028,902 ","$10,498,344 ","$8,287,077 ","$19,983,381 ","$64,342,424 ",2021
Lions,"$14,042,071 ","$5,166,911 ","$5,166,732 ","$6,768,589 ","$30,734,194 ","$61,878,497 ","$10,650,670 ","$28,999,584 ","$6,343,876 ","$6,480,559 ","$11,531,638 ","$64,006,327 ",2021
Eagles,"$2,622,691 ","$3,587,095 ","$10,234,216 ","$5,787,910 ","$38,148,853 ","$60,380,765 ","$21,527,711 ","$16,619,103 ","$5,457,482 ","$5,487,108 ","$15,124,292 ","$64,215,696 ",2021
Commanders,"$32,853,576 ","$5,121,964 ","$28,411,119 ","$9,657,546 ","$35,455,377 ","$111,499,582 ","$20,137,963 ","$17,081,969 ","$9,648,261 ","$6,572,800 ","$15,391,044 ","$68,832,037 ",2022
Cowboys,"$21,325,834 ","$20,945,082 ","$13,438,525 ","$13,499,164 ","$41,380,342 ","$110,588,947 ","$4,691,866 ","$23,055,757 ","$11,775,184 ","$9,347,479 ","$18,798,262 ","$67,668,548 ",2022
Chiefs,"$38,825,381 ","$6,354,516 ","$17,174,008 ","$11,542,063 ","$32,124,103 ","$106,020,071 ","$35,145,929 ","$21,080,281 ","$5,261,411 ","$10,692,255 ","$5,600,619 ","$77,780,495 ",2022
Titans,"$39,710,700 ","$11,960,977 ","$14,123,712 ","$6,991,640 ","$29,697,377 ","$102,484,406 ","$16,401,876 ","$27,135,472 ","$8,756,546 ","$14,194,523 ","$11,447,369 ","$77,935,786 ",2022
Jets,"$14,312,222 ","$4,608,666 ","$25,719,256 ","$8,380,587 ","$46,776,978 ","$99,797,709 ","$20,430,097 ","$33,306,114 ","$10,709,069 ","$8,834,308 ","$16,520,137 ","$89,799,725 ",2022
Lions,"$32,219,500 ","$9,162,629 ","$14,045,393 ","$2,328,750 ","$41,941,085 ","$99,697,357 ","$12,747,744 ","$28,277,728 ","$8,275,184 ","$8,925,370 ","$18,071,989 ","$76,298,015 ",2022
Cardinals,"$16,348,925 ","$6,213,758 ","$24,621,833 ","$7,121,287 ","$44,681,251 ","$98,987,054 ","$23,503,243 ","$9,842,220 ","$15,369,345 ","$19,606,956 ","$7,124,107 ","$75,445,871 ",2022
Patriots,"$6,453,362 ","$5,591,629 ","$35,197,112 ","$23,907,622 ","$26,861,818 ","$98,011,543 ","$18,729,027 ","$23,139,595 ","$8,224,132 ","$17,181,924 ","$19,990,358 ","$87,265,036 ",2022
Chargers,"$10,283,406 ","$9,875,576 ","$37,408,149 ","$7,250,247 ","$31,772,859 ","$96,590,237 ","$13,777,389 ","$41,335,618 ","$9,663,825 ","$13,289,700 ","$21,839,498 ","$99,906,030 ",2022
Vikings,"$32,714,868 ","$15,003,672 ","$20,983,931 ","$4,284,548 ","$23,308,381 ","$96,295,400 ","$15,474,289 ","$19,943,129 ","$19,514,329 ","$12,077,857 ","$10,659,606 ","$77,669,210 ",2022
Packers,"$32,117,878 ","$7,807,590 ","$12,102,936 ","$9,967,867 ","$31,221,736 ","$93,218,007 ","$22,816,924 ","$18,660,198 ","$9,700,624 ","$15,340,635 ","$15,826,881 ","$82,345,262 ",2022
Buccaneers,"$15,762,231 ","$7,606,106 ","$25,649,717 ","$6,774,488 ","$36,945,947 ","$92,738,489 ","$16,245,569 ","$13,044,679 ","$26,999,723 ","$6,991,080 ","$16,467,478 ","$79,748,529 ",2022
Broncos,"$18,082,500 ","$6,405,499 ","$19,436,070 ","$5,262,023 ","$43,074,703 ","$92,260,795 ","$13,772,100 ","$10,635,344 ","$6,989,055 ","$23,249,297 ","$22,834,821 ","$77,480,617 ",2022
Ravens,"$24,100,655 ","$8,179,654 ","$7,616,822 ","$12,307,075 ","$38,678,276 ","$90,882,482 ","$11,195,023 ","$14,877,531 ","$7,852,081 ","$12,066,802 ","$32,103,215 ","$78,094,652 ",2022
Jaguars,"$11,319,156 ","$5,232,412 ","$29,108,793 ","$16,652,093 ","$28,354,461 ","$90,666,915 ","$18,616,330 ","$29,701,227 ","$11,848,942 ","$14,816,692 ","$28,605,261 ","$103,588,452 ",2022
Dolphins,"$15,532,211 ","$6,283,012 ","$22,148,490 ","$19,623,554 ","$25,147,971 ","$88,735,238 ","$22,072,401 ","$16,107,979 ","$15,828,692 ","$10,737,529 ","$29,180,509 ","$93,927,110 ",2022
Bengals,"$11,332,371 ","$15,533,810 ","$22,298,088 ","$7,324,969 ","$30,652,020 ","$87,141,258 ","$25,457,899 ","$24,666,921 ","$7,997,820 ","$26,928,297 ","$20,293,823 ","$105,344,760 ",2022
Colts,"$22,163,558 ","$3,818,974 ","$9,081,436 ","$9,255,943 ","$42,356,344 ","$86,676,255 ","$29,095,351 ","$22,019,573 ","$20,698,461 ","$5,299,201 ","$21,899,515 ","$99,012,101 ",2022
Browns,"$14,942,928 ","$14,503,104 ","$11,614,046 ","$6,171,535 ","$37,805,257 ","$85,036,870 ","$9,433,318 ","$19,071,235 ","$9,826,334 ","$11,808,926 ","$12,414,924 ","$62,554,737 ",2022
Giants,"$11,387,502 ","$9,341,218 ","$33,814,024 ","$964,500 ","$29,496,146 ","$85,003,390 ","$22,368,816 ","$11,294,138 ","$3,987,964 ","$7,641,916 ","$15,143,232 ","$60,436,066 ",2022
Saints,"$7,103,500 ","$9,824,543 ","$25,618,265 ","$7,923,351 ","$31,639,451 ","$82,109,110 ","$11,178,334 ","$22,420,038 ","$11,770,496 ","$11,076,225 ","$15,450,274 ","$71,895,367 ",2022
Raiders,"$20,418,333 ","$9,227,435 ","$19,243,265 ","$15,179,098 ","$17,819,365 ","$81,887,496 ","$8,277,623 ","$27,221,208 ","$7,958,161 ","$4,938,654 ","$10,529,295 ","$58,924,941 ",2022
49ers,"$22,715,235 ","$3,134,553 ","$15,039,393 ","$10,376,509 ","$29,524,154 ","$80,789,844 ","$18,535,038 ","$25,268,938 ","$16,541,317 ","$17,549,904 ","$14,537,091 ","$92,432,288 ",2022
Bills,"$20,230,481 ","$7,299,886 ","$18,982,654 ","$4,501,683 ","$29,350,967 ","$80,365,671 ","$16,458,562 ","$12,078,022 ","$24,091,768 ","$18,151,730 ","$26,310,989 ","$97,091,071 ",2022
Panthers,"$20,461,726 ","$3,829,960 ","$12,882,679 ","$5,253,310 ","$33,291,588 ","$75,719,263 ","$11,405,978 ","$9,462,303 ","$23,312,667 ","$6,802,770 ","$16,752,502 ","$67,736,220 ",2022
Rams,"$16,649,944 ","$2,816,993 ","$28,497,273 ","$5,474,116 ","$20,272,409 ","$73,710,735 ","$42,836,620 ","$9,399,149 ","$5,686,025 ","$6,950,860 ","$30,915,195 ","$95,787,849 ",2022
Seahawks,"$5,309,222 ","$9,510,195 ","$23,912,230 ","$7,941,161 ","$23,568,919 ","$70,241,727 ","$24,351,722 ","$16,138,952 ","$10,206,077 ","$18,131,252 ","$7,838,060 ","$76,666,063 ",2022
Eagles,"$5,008,230 ","$5,245,906 ","$13,659,798 ","$6,148,811 ","$37,545,173 ","$67,607,918 ","$30,816,368 ","$21,673,435 ","$6,090,121 ","$5,344,794 ","$17,532,680 ","$81,457,398 ",2022
Texans,"$3,856,318 ","$5,480,218 ","$16,068,691 ","$3,710,583 ","$37,408,894 ","$66,524,704 ","$7,425,859 ","$15,929,240 ","$12,683,243 ","$9,515,023 ","$16,819,387 ","$62,372,752 ",2022
Falcons,"$6,303,695 ","$4,894,510 ","$9,535,858 ","$10,678,128 ","$32,848,444 ","$64,260,635 ","$18,104,464 ","$6,077,102 ","$4,917,321 ","$4,468,126 ","$14,033,033 ","$47,600,046 ",2022
Bears,"$6,917,413 ","$4,900,984 ","$11,115,639 ","$5,756,091 ","$27,473,483 ","$56,163,610 ","$11,799,311 ","$5,649,095 ","$6,862,834 ","$20,336,001 ","$5,518,865 ","$50,166,106 ",2022
Steelers,"$10,257,801 ","$5,678,067 ","$15,219,777 ","$3,360,462 ","$18,038,971 ","$52,555,078 ","$35,843,671 ","$27,954,767 ","$16,767,187 ","$13,290,212 ","$16,048,278 ","$109,904,115 ",2022
Lions,"$36,535,623 ","$7,823,880 ","$14,431,712 ","$4,531,729 ","$57,744,745 ","$121,067,689 ","$7,990,415 ","$23,610,715 ","$9,919,014 ","$14,934,567 ","$11,698,296 ","$68,153,007 ",2023
Ravens,"$25,727,000 ","$7,188,004 ","$18,520,033 ","$15,783,915 ","$49,466,132 ","$116,685,084 ","$13,237,691 ","$13,528,079 ","$15,267,260 ","$13,732,729 ","$21,261,108 ","$77,026,867 ",2023
Browns,"$21,310,900 ","$17,967,537 ","$32,045,047 ","$9,429,925 ","$35,323,162 ","$116,076,571 ","$12,010,192 ","$23,799,187 ","$9,814,588 ","$9,074,803 ","$20,568,166 ","$75,266,936 ",2023
Chiefs,"$38,471,991 ","$5,995,507 ","$21,172,132 ","$18,162,056 ","$31,098,916 ","$114,900,602 ","$31,133,543 ","$14,072,463 ","$9,378,712 ","$18,650,626 ","$9,245,043 ","$82,480,387 ",2023
Broncos,"$25,324,999 ","$7,149,711 ","$35,183,330 ","$6,352,259 ","$38,618,150 ","$112,628,449 ","$24,862,987 ","$4,526,343 ","$14,127,677 ","$22,540,687 ","$14,468,988 ","$80,526,682 ",2023
Bengals,"$20,662,376 ","$11,546,595 ","$26,330,982 ","$4,404,722 ","$45,572,952 ","$108,517,627 ","$30,709,462 ","$30,195,051 ","$13,247,332 ","$6,969,434 ","$19,193,449 ","$100,314,728 ",2023
Jaguars,"$12,255,031 ","$5,806,696 ","$37,563,138 ","$7,141,203 ","$42,273,633 ","$105,039,701 ","$20,911,594 ","$29,132,731 ","$16,769,150 ","$11,236,873 ","$20,009,601 ","$98,059,949 ",2023
Cowboys,"$29,897,647 ","$12,991,331 ","$21,347,863 ","$3,722,616 ","$35,528,357 ","$103,487,814 ","$8,220,061 ","$34,996,418 ","$5,475,007 ","$17,130,674 ","$28,894,961 ","$94,717,121 ",2023
Raiders,"$9,534,345 ","$18,687,945 ","$35,668,800 ","$5,925,278 ","$33,514,610 ","$103,330,978 ","$13,106,007 ","$19,273,451 ","$6,772,298 ","$9,333,209 ","$7,681,349 ","$56,166,314 ",2023
Saints,"$12,408,203 ","$12,126,724 ","$22,222,539 ","$12,191,500 ","$43,563,460 ","$102,512,426 ","$7,505,681 ","$28,983,754 ","$14,549,472 ","$10,441,408 ","$18,122,882 ","$79,603,197 ",2023
Falcons,"$8,433,855 ","$11,637,972 ","$11,474,422 ","$17,210,259 ","$51,051,501 ","$99,808,009 ","$39,789,542 ","$13,485,272 ","$7,643,620 ","$13,471,586 ","$14,468,617 ","$88,858,637 ",2023
Bills,"$19,944,781 ","$6,387,880 ","$25,829,273 ","$10,298,780 ","$36,560,924 ","$99,021,638 ","$25,176,111 ","$17,577,921 ","$13,860,962 ","$18,533,178 ","$35,531,181 ","$110,679,353 ",2023
Texans,"$10,832,235 ","$5,893,858 ","$14,185,112 ","$8,001,521 ","$58,882,249 ","$97,794,975 ","$17,378,999 ","$14,571,357 ","$8,552,772 ","$14,893,594 ","$17,526,513 ","$72,923,235 ",2023
Dolphins,"$13,313,645 ","$7,470,844 ","$33,529,421 ","$5,132,126 ","$35,393,055 ","$94,839,091 ","$33,662,405 ","$16,339,567 ","$19,519,036 ","$7,166,219 ","$23,676,297 ","$100,363,524 ",2023
Chargers,"$9,870,043 ","$10,069,324 ","$32,782,528 ","$11,307,054 ","$30,804,697 ","$94,833,646 ","$15,376,038 ","$35,734,350 ","$11,417,981 ","$15,584,320 ","$14,668,036 ","$92,780,725 ",2023
Titans,"$39,507,688 ","$18,835,379 ","$12,851,877 ","$3,704,349 ","$19,163,119 ","$94,062,412 ","$18,325,569 ","$16,752,582 ","$6,146,403 ","$11,680,278 ","$13,328,195 ","$66,233,027 ",2023
Giants,"$22,803,889 ","$13,762,630 ","$15,943,216 ","$6,060,250 ","$34,196,853 ","$92,766,838 ","$13,122,221 ","$12,385,237 ","$9,350,386 ","$5,445,447 ","$27,687,240 ","$67,990,531 ",2023
Jets,"$19,102,104 ","$2,960,573 ","$13,913,451 ","$14,687,123 ","$42,079,259 ","$92,742,510 ","$11,570,877 ","$21,834,351 ","$27,794,495 ","$13,188,903 ","$22,095,069 ","$96,483,695 ",2023
Patriots,"$5,245,820 ","$4,821,153 ","$20,801,742 ","$21,306,666 ","$38,012,301 ","$90,187,682 ","$20,265,313 ","$29,805,933 ","$14,110,082 ","$14,290,391 ","$19,874,542 ","$98,346,261 ",2023
Bears,"$6,584,118 ","$5,775,142 ","$28,376,015 ","$12,444,823 ","$36,921,463 ","$90,101,561 ","$19,921,124 ","$19,015,804 ","$22,636,516 ","$21,600,500 ","$8,687,030 ","$91,860,974 ",2023
Colts,"$10,809,409 ","$7,775,210 ","$11,072,272 ","$9,484,906 ","$50,841,263 ","$89,983,060 ","$29,746,407 ","$16,334,361 ","$10,095,667 ","$6,112,849 ","$15,060,884 ","$77,350,168 ",2023
Seahawks,"$14,266,244 ","$5,057,050 ","$30,772,379 ","$18,130,277 ","$20,512,917 ","$88,738,867 ","$21,040,599 ","$17,097,547 ","$18,459,813 ","$28,153,199 ","$11,493,442 ","$96,244,600 ",2023
Commanders,"$9,564,844 ","$5,355,146 ","$32,779,538 ","$12,447,823 ","$27,506,417 ","$87,653,768 ","$33,635,504 ","$6,248,880 ","$10,933,437 ","$10,342,339 ","$17,426,852 ","$78,587,012 ",2023
Eagles,"$8,882,916 ","$5,384,640 ","$19,916,139 ","$9,288,951 ","$42,619,023 ","$86,091,669 ","$17,018,360 ","$25,305,439 ","$6,301,993 ","$4,819,037 ","$24,210,775 ","$77,655,604 ",2023
Steelers,"$10,229,417 ","$4,906,394 ","$23,351,905 ","$4,109,626 ","$43,441,560 ","$86,038,902 ","$35,902,590 ","$35,024,267 ","$9,489,475 ","$16,246,900 ","$15,023,899 ","$111,687,131 ",2023
Cardinals,"$16,844,656 ","$11,733,088 ","$20,520,977 ","$3,620,907 ","$33,142,571 ","$85,862,199 ","$6,469,199 ","$13,032,601 ","$7,665,578 ","$24,169,555 ","$6,545,239 ","$57,882,172 ",2023
Rams,"$21,286,450 ","$3,052,046 ","$22,632,617 ","$9,799,014 ","$28,478,390 ","$85,248,517 ","$31,122,768 ","$4,996,437 ","$4,249,231 ","$6,341,775 ","$5,030,039 ","$51,740,250 ",2023
Vikings,"$23,628,151 ","$6,144,302 ","$12,015,614 ","$9,855,300 ","$26,564,670 ","$78,208,037 ","$13,546,583 ","$32,307,569 ","$8,879,207 ","$19,441,029 ","$8,170,123 ","$82,344,511 ",2023
49ers,"$8,281,753 ","$5,395,448 ","$18,223,006 ","$13,286,186 ","$25,578,471 ","$70,764,864 ","$27,294,506 ","$17,077,536 ","$21,114,415 ","$7,048,837 ","$12,092,568 ","$84,627,862 ",2023
Buccaneers,"$3,770,748 ","$3,380,875 ","$39,820,879 ","$3,159,066 ","$19,928,871 ","$70,060,439 ","$14,979,116 ","$18,421,962 ","$16,801,474 ","$5,863,771 ","$13,556,629 ","$69,622,952 ",2023
Packers,"$5,456,316 ","$11,155,155 ","$7,228,087 ","$5,266,808 ","$40,304,214 ","$69,410,580 ","$19,015,115 ","$23,472,274 ","$11,580,553 ","$6,760,474 ","$18,786,231 ","$79,614,647 ",2023
Panthers,"$9,032,922 ","$4,833,093 ","$11,922,974 ","$9,154,683 ","$33,305,638 ","$68,249,310 ","$15,005,956 ","$25,011,225 ","$23,273,001 ","$13,624,144 ","$20,789,261 ","$97,703,587 ",2023
Browns,"$67,695,745 ","$22,078,037 ","$38,225,061 ","$12,755,000 ","$51,656,274 ","$192,410,117 ","$17,383,473 ","$32,765,579 ","$9,199,388 ","$10,521,166 ","$20,396,817 ","$90,266,423 ",2024
Rams,"$54,443,533 ","$2,995,935 ","$38,507,416 ","$20,405,767 ","$64,908,406 ","$181,261,057 ","$29,292,245 ","$9,132,948 ","$6,627,822 ","$7,992,058 ","$9,540,716 ","$62,585,789 ",2024
Cowboys,"$63,318,364 ","$5,024,999 ","$49,521,573 ","$4,370,465 ","$36,986,864 ","$159,222,265 ","$9,030,606 ","$30,374,692 ","$6,126,820 ","$15,403,558 ","$20,911,242 ","$81,846,918 ",2024
Broncos,"$60,985,000 ","$9,035,922 ","$35,315,659 ","$6,267,644 ","$45,171,695 ","$156,775,920 ","$28,550,322 ","$10,751,321 ","$13,386,681 ","$10,633,297 ","$15,587,789 ","$78,909,410 ",2024
Chiefs,"$38,798,269 ","$5,556,443 ","$24,067,139 ","$20,605,654 ","$64,588,993 ","$153,616,498 ","$14,750,000 ","$20,588,910 ","$10,782,617 ","$20,627,516 ","$9,863,485 ","$76,612,528 ",2024
Giants,"$53,770,000 ","$7,795,963 ","$18,447,465 ","$18,579,528 ","$52,827,696 ","$151,420,652 ","$21,903,397 ","$31,239,703 ","$15,021,426 ","$5,231,569 ","$14,367,204 ","$87,763,299 ",2024
Cardinals,"$51,313,375 ","$16,104,333 ","$16,025,180 ","$4,343,089 ","$60,763,667 ","$148,549,644 ","$18,408,333 ","$15,811,692 ","$10,704,774 ","$34,453,044 ","$13,922,816 ","$93,300,659 ",2024
Colts,"$13,813,592 ","$13,492,245 ","$31,200,015 ","$14,405,010 ","$69,179,844 ","$142,090,706 ","$41,395,185 ","$20,994,672 ","$20,515,000 ","$5,185,996 ","$15,591,824 ","$103,682,677 ",2024
49ers,"$4,794,253 ","$16,233,227 ","$52,303,094 ","$15,260,023 ","$53,157,015 ","$141,747,612 ","$54,125,209 ","$26,725,261 ","$28,542,249 ","$11,800,523 ","$28,932,580 ","$150,125,822 ",2024
Panthers,"$13,593,153 ","$14,739,293 ","$31,092,882 ","$8,183,383 ","$71,652,953 ","$139,261,664 ","$26,076,666 ","$16,807,031 ","$9,725,833 ","$15,199,051 ","$14,460,001 ","$82,268,582 ",2024
Falcons,"$29,530,000 ","$7,969,088 ","$20,521,755 ","$14,904,525 ","$65,158,415 ","$138,083,783 ","$37,767,653 ","$14,707,941 ","$12,929,611 ","$24,975,916 ","$19,080,883 ","$109,462,004 ",2024
Texans,"$15,929,874 ","$8,468,858 ","$43,838,354 ","$14,778,847 ","$54,663,736 ","$137,679,669 ","$10,744,706 ","$34,959,842 ","$12,504,714 ","$17,960,648 ","$26,091,756 ","$102,261,666 ",2024
Saints,"$19,494,020 ","$27,233,895 ","$22,438,644 ","$28,866,059 ","$36,724,604 ","$134,757,222 ","$11,907,171 ","$32,732,557 ","$18,007,201 ","$11,108,682 ","$22,947,008 ","$96,702,619 ",2024
Jaguars,"$16,912,428 ","$6,464,608 ","$45,733,321 ","$11,601,628 ","$52,638,358 ","$133,350,343 ","$19,383,545 ","$37,977,034 ","$24,889,222 ","$13,058,401 ","$13,316,004 ","$108,624,206 ",2024
Bengals,"$30,629,982 ","$6,209,320 ","$37,759,439 ","$8,552,500 ","$46,982,646 ","$130,133,887 ","$27,728,281 ","$36,967,227 ","$18,507,715 ","$12,688,666 ","$13,548,645 ","$109,440,534 ",2024
Lions,"$34,584,843 ","$14,922,478 ","$17,758,812 ","$7,167,002 ","$54,815,406 ","$129,248,541 ","$17,484,880 ","$17,907,240 ","$17,883,315 ","$3,994,006 ","$27,030,757 ","$84,300,198 ",2024
