Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Year
Dolphins,"$29,386,552 ","$9,015,131 ","$48,020,623 ","$7,371,126 ","$30,972,688 ","$124,766,120 ","$14,567,000 ","$26,713,286 ","$15,123,383 ","$7,751,095 ","$43,031,361 ","$107,186,125 ",2024
Raiders,"$38,294,345 ","$6,804,945 ","$38,797,806 ","$8,081,736 ","$28,919,743 ","$120,898,575 ","$19,233,343 ","$35,316,578 ","$11,554,940 ","$15,146,481 ","$11,268,660 ","$92,520,002 ",2024
Seahawks,"$27,385,000 ","$5,597,707 ","$51,877,726 ","$12,530,000 ","$20,229,122 ","$117,619,555 ","$39,783,543 ","$17,941,742 ","$15,845,000 ","$15,443,700 ","$17,484,843 ","$106,498,828 ",2024
Eagles,"$17,489,330 ","$6,843,881 ","$25,582,019 ","$14,085,118 ","$53,331,501 ","$117,331,849 ","$23,053,637 ","$26,667,020 ","$9,149,269 ","$4,975,635 ","$24,850,796 ","$88,696,357 ",2024
Vikings,"$8,214,818 ","$7,582,910 ","$32,959,014 ","$23,200,176 ","$42,604,736 ","$114,561,654 ","$16,333,277 ","$13,407,909 ","$6,399,843 ","$19,534,491 ","$23,857,733 ","$79,533,253 ",2024
Ravens,"$34,467,500 ","$9,791,588 ","$15,332,344 ","$19,974,915 ","$34,855,418 ","$114,421,765 ","$24,061,771 ","$7,656,783 ","$18,088,296 ","$23,446,124 ","$33,810,119 ","$107,063,093 ",2024
Bears,"$1,908,333 ","$10,108,475 ","$44,800,205 ","$18,045,000 ","$37,258,802 ","$112,120,815 ","$16,974,738 ","$29,191,082 ","$34,906,825 ","$16,371,144 ","$19,857,839 ","$117,301,628 ",2024
Jets,"$31,145,419 ","$5,167,668 ","$25,243,638 ","$12,831,864 ","$28,452,561 ","$102,841,150 ","$30,365,000 ","$42,818,796 ","$17,486,106 ","$2,818,334 ","$34,731,997 ","$128,220,233 ",2024
Buccaneers,"$9,813,743 ","$4,870,757 ","$38,475,157 ","$4,967,733 ","$40,539,889 ","$98,667,279 ","$34,264,885 ","$23,073,841 ","$12,515,906 ","$25,482,427 ","$19,867,962 ","$115,205,021 ",2024
Patriots,"$9,782,353 ","$9,860,324 ","$24,066,323 ","$9,243,529 ","$40,190,714 ","$93,143,243 ","$21,279,500 ","$31,504,284 ","$17,296,146 ","$23,342,500 ","$23,614,316 ","$117,036,746 ",2024
Commanders,"$7,970,000 ","$6,675,306 ","$36,534,003 ","$7,768,923 ","$32,098,307 ","$91,046,539 ","$46,998,370 ","$21,628,121 ","$12,909,056 ","$12,241,893 ","$17,259,100 ","$111,036,540 ",2024
Bills,"$33,381,281 ","$3,798,063 ","$11,479,775 ","$13,623,100 ","$28,687,911 ","$90,970,130 ","$19,428,666 ","$24,809,265 ","$17,571,169 ","$7,534,285 ","$36,401,447 ","$105,744,832 ",2024
Titans,"$6,325,973 ","$7,390,916 ","$38,033,485 ","$2,902,426 ","$23,458,626 ","$78,111,426 ","$29,314,607 ","$30,951,582 ","$12,455,000 ","$11,217,647 ","$31,734,885 ","$115,673,721 ",2024
Steelers,"$5,595,948 ","$6,730,460 ","$12,122,590 ","$5,073,661 ","$40,996,974 ","$70,519,633 ","$46,740,882 ","$47,046,694 ","$22,107,153 ","$32,480,000 ","$13,787,097 ","$162,161,826 ",2024
Chargers,"$21,433,175 ","$5,319,238 ","$8,743,625 ","$6,061,668 ","$27,795,212 ","$69,352,918 ","$11,137,795 ","$56,948,547 ","$6,305,417 ","$25,585,523 ","$10,522,182 ","$110,499,464 ",2024
Packers,"$14,668,776 ","$8,309,853 ","$10,726,143 ","$5,969,926 ","$27,400,395 ","$67,075,093 ","$37,968,714 ","$34,468,614 ","$21,307,758 ","$12,295,941 ","$37,047,077 ","$143,088,104 ",2024
Saints,"$52,649,520 ","$36,539,085 ","$10,606,050 ","$24,383,000 ","$62,823,037 ","$187,000,692 ","$14,559,605 ","$45,147,197 ","$14,622,229 ","$16,008,682 ","$35,618,720 ","$125,956,433 ",2025
Rams,"$52,664,783 ","$2,240,935 ","$31,831,245 ","$22,655,864 ","$65,728,003 ","$175,120,830 ","$42,076,515 ","$4,725,459 ",$0 ,"$9,016,764 ","$13,565,716 ","$69,384,454 ",2025
Browns,"$67,324,567 ","$2,280,537 ","$19,804,396 ","$11,789,000 ","$71,226,167 ","$172,424,667 ","$17,816,568 ","$37,393,421 ","$5,196,334 ","$12,704,666 ","$28,480,972 ","$101,591,961 ",2025
Chiefs,"$66,258,269 ","$2,086,443 ","$4,788,857 ","$19,801,944 ","$53,160,809 ","$146,096,322 ","$35,950,000 ","$8,118,606 ","$11,140,197 ","$3,078,295 ","$7,889,507 ","$66,176,605 ",2025
Texans,"$9,894,340 ","$11,763,858 ","$25,615,282 ","$15,174,037 ","$79,878,305 ","$142,325,822 ","$5,583,334 ","$47,386,699 ","$14,492,964 ","$3,809,139 ","$14,557,392 ","$85,829,528 ",2025
Seahawks,"$39,600,000 ","$5,613,964 ","$66,486,073 ","$13,500,000 ","$16,509,525 ","$141,709,562 ","$54,568,545 ","$27,819,282 ","$1,030,000 ","$8,973,700 ","$12,204,411 ","$104,595,938 ",2025
Falcons,"$40,000,000 ","$7,172,166 ","$26,553,878 ","$4,883,003 ","$62,738,847 ","$141,347,894 ","$34,875,000 ","$5,988,574 ","$10,442,046 ","$20,516,575 ","$1,223,383 ","$73,045,578 ",2025
Eagles,"$25,469,780 ","$6,521,000 ","$30,610,894 ","$14,884,118 ","$60,689,719 ","$138,175,511 ","$25,528,873 ","$36,237,659 ","$6,779,435 ","$5,578,938 ","$27,903,049 ","$102,027,954 ",2025
Giants,"$41,605,000 ","$7,341,245 ","$5,175,216 ","$16,757,028 ","$55,784,466 ","$126,662,955 ","$31,407,222 ","$39,721,513 ","$13,393,926 ","$2,345,569 ","$6,438,714 ","$93,306,944 ",2025
Panthers,"$13,252,384 ","$8,175,000 ","$10,832,438 ",$0 ,"$92,064,271 ","$124,324,093 ","$16,961,668 ","$24,772,167 ","$12,703,333 ","$1,112,383 ","$6,880,000 ","$62,429,551 ",2025
Bills,"$46,481,281 ","$1,855,657 ","$13,351,775 ","$17,729,920 ","$36,715,465 ","$116,134,098 ","$32,007,834 ","$29,874,000 ","$20,349,154 ","$4,704,166 ","$20,441,988 ","$107,377,142 ",2025
49ers,"$1,119,253 ","$14,344,000 ","$26,855,172 ","$24,581,543 ","$46,117,381 ","$113,017,349 ","$42,703,003 ","$43,246,202 ","$35,831,545 ","$5,443,249 ","$15,677,209 ","$142,901,208 ",2025
Raiders,"$15,157,345 ","$2,405,945 ","$60,538,902 ","$2,540,083 ","$28,312,991 ","$108,955,266 ","$35,346,012 ","$33,840,932 ",$0 ,"$2,162,524 ","$2,335,897 ","$73,685,365 ",2025
Buccaneers,"$35,775,000 ","$2,663,941 ","$46,273,158 ","$4,492,733 ","$18,816,283 ","$108,021,115 ","$32,285,978 ","$6,132,901 ","$2,139,332 ","$8,819,428 ","$18,454,433 ","$67,832,072 ",2025
Colts,"$9,271,099 ","$16,583,245 ","$26,606,006 ","$3,956,623 ","$46,417,723 ","$102,834,696 ","$24,420,185 ","$20,582,561 ","$7,500,000 ","$2,648,752 ","$16,197,744 ","$71,349,242 ",2025
Dolphins,"$1,120,552 ","$6,578,609 ","$38,449,998 ","$10,505,836 ","$46,126,863 ","$102,781,858 ","$12,287,000 ","$34,734,156 ","$11,655,197 ",$0 ,"$37,544,845 ","$96,221,198 ",2025
Jaguars,$0 ,"$1,470,796 ","$40,797,400 ","$21,417,548 ","$32,486,990 ","$96,172,734 ","$28,309,780 ","$11,891,290 ","$19,762,224 ","$11,892,958 ","$7,200,894 ","$79,057,146 ",2025
Cowboys,"$40,137,647 ","$3,690,001 ","$10,668,916 ","$3,945,314 ","$37,280,625 ","$95,722,503 ","$3,620,371 ","$11,588,134 ","$3,660,645 ","$17,570,000 ","$17,470,774 ","$53,909,924 ",2025
Ravens,"$44,680,000 ","$11,931,000 ","$3,828,120 ","$19,409,919 ","$15,809,346 ","$95,658,385 ","$24,455,483 ","$4,687,349 ","$23,973,955 ","$23,895,074 ","$30,143,965 ","$107,155,826 ",2025
Jets,"$30,300,000 ","$5,972,430 ","$28,704,911 ","$3,555,196 ","$18,934,979 ","$87,467,516 ","$28,040,000 ","$27,320,574 ","$20,762,392 ",$0 ,"$17,364,532 ","$93,487,498 ",2025
Titans,"$4,244,258 ","$11,270,489 ","$42,615,148 ","$2,337,426 ","$23,755,996 ","$84,223,317 ","$23,766,668 ","$35,341,668 ","$10,000,000 ","$11,670,000 ","$44,576,332 ","$125,354,668 ",2025
Cardinals,"$45,879,646 ","$4,118,333 ","$6,957,883 ","$2,004,437 ","$25,253,731 ","$84,214,030 ","$21,113,333 ","$3,981,640 ","$1,091,245 ","$13,747,750 ","$13,648,949 ","$53,582,917 ",2025
Bengals,"$46,250,000 ","$6,076,539 ","$2,269,542 ","$2,750,000 ","$26,812,220 ","$84,158,301 ","$14,084,677 ","$33,699,556 ","$17,951,334 ","$14,316,031 ","$4,624,226 ","$84,675,824 ",2025
Vikings,"$6,099,818 ","$4,374,711 ","$5,855,184 ","$24,524,000 ","$37,408,226 ","$78,261,939 ","$1,114,943 ","$35,743,334 ","$9,857,482 ","$16,196,501 ","$10,609,601 ","$73,521,861 ",2025
Broncos,$0 ,"$1,035,000 ","$24,980,082 ","$7,206,697 ","$44,388,043 ","$77,609,822 ","$26,256,988 ","$3,842,723 ","$8,897,352 ","$14,845,651 ","$2,780,419 ","$56,623,133 ",2025
Chargers,"$37,345,675 ","$5,534,238 ","$5,077,651 ","$5,875,000 ","$18,794,144 ","$72,626,708 ","$2,252,795 ","$48,166,363 ","$1,478,298 ","$33,315,361 ","$2,257,919 ","$87,470,736 ",2025
Bears,"$1,038,334 ","$10,555,505 ","$18,965,929 ","$18,100,000 ","$23,520,834 ","$72,180,602 ","$12,822,354 ","$26,253,582 ","$25,548,737 ","$15,514,653 ","$26,620,677 ","$106,760,003 ",2025
Patriots,"$1,100,000 ","$4,000,000 ","$22,417,895 ","$10,500,000 ","$29,566,628 ","$67,584,523 ","$1,142,869 ","$8,307,926 ","$12,710,709 ",$0 ,"$6,816,597 ","$28,978,101 ",2025
Commanders,$0 ,"$7,789,620 ","$30,823,113 ","$1,184,720 ","$27,075,961 ","$66,873,414 ","$52,658,393 ","$24,274,883 ",$0 ,"$6,825,298 ","$6,355,534 ","$90,114,108 ",2025
Lions,"$1,559,735 ","$11,991,856 ","$13,065,215 ","$3,742,275 ","$26,497,521 ","$56,856,602 ","$13,689,568 ","$16,124,197 ","$17,212,078 ","$3,792,945 ","$17,258,456 ","$68,077,244 ",2025
Packers,"$6,384,238 ","$11,325,000 ","$9,427,589 ","$4,851,911 ","$22,657,433 ","$54,646,171 ","$20,144,183 ","$49,963,982 ","$4,404,160 ","$18,650,941 ","$33,273,773 ","$126,437,039 ",2025
Steelers,$0 ,"$960,000 ","$7,124,508 ","$2,598,964 ","$15,775,577 ","$26,459,049 ","$20,433,653 ","$46,618,695 ","$27,659,653 ","$30,350,000 ","$3,674,295 ","$128,736,296 ",2025
Eagles,"$32,963,430 ","$9,081,000 ","$41,505,895 ","$23,832,000 ","$57,417,686 ","$164,800,011 ","$8,102,777 ","$15,548,769 ",$0 ,"$7,760,261 ","$47,285,198 ","$78,697,005 ",2026
Browns,"$65,207,567 ",$0 ,"$12,157,547 ","$24,331,000 ","$61,606,077 ","$163,302,191 ","$19,085,663 ","$44,850,982 ","$1,974,000 ","$17,301,000 ","$31,749,107 ","$114,960,752 ",2026
Rams,"$50,819,783 ","$1,178,333 ","$28,536,245 ","$12,390,868 ","$46,952,254 ","$139,877,483 ","$2,879,914 ","$4,177,970 ",$0 ,"$1,169,508 ","$9,861,631 ","$18,089,023 ",2026
Falcons,"$57,500,000 ","$6,986,810 ","$16,980,000 ","$5,750,000 ","$48,376,961 ","$135,593,771 ",$0 ,"$1,771,778 ",$0 ,"$19,691,575 ","$1,338,383 ","$22,801,736 ",2026
Saints,"$62,764,518 ","$9,420,099 ","$1,689,091 ","$5,328,000 ","$54,905,894 ","$134,107,602 ","$9,387,039 ","$34,453,230 ","$8,730,000 ","$9,420,682 ","$28,555,520 ","$90,546,471 ",2026
Texans,"$11,543,396 ","$10,500,000 ","$22,594,036 ","$14,000,000 ","$73,256,119 ","$131,893,551 ",$0 ,"$28,149,340 ","$14,906,245 ",$0 ,$0 ,"$43,055,585 ",2026
Bills,"$63,939,000 ",$0 ,"$10,950,987 ","$21,340,240 ","$29,704,237 ","$125,934,464 ","$24,875,000 ","$28,374,000 ","$17,859,711 ","$4,016,668 ","$11,060,000 ","$86,185,379 ",2026
Giants,"$58,605,000 ","$7,706,245 ","$1,789,873 ","$17,458,750 ","$34,177,879 ","$119,737,747 ","$28,300,358 ","$30,750,000 ","$12,205,000 ","$1,164,446 ","$5,503,100 ","$77,922,904 ",2026
Dolphins,$0 ,"$1,730,098 ","$56,308,750 ","$2,850,000 ","$44,096,863 ","$104,985,711 ","$11,497,000 ","$29,341,488 ","$10,050,000 ",$0 ,"$24,763,319 ","$75,651,807 ",2026
Chiefs,"$68,664,888 ","$1,081,668 ","$2,066,660 ",$0 ,"$26,433,112 ","$98,246,328 ","$41,100,000 ","$4,973,128 ","$7,500,000 ","$1,332,841 ","$1,164,446 ","$56,070,415 ",2026
Colts,"$10,816,282 ","$16,768,245 ","$30,756,509 ","$1,217,648 ","$26,717,677 ","$86,276,361 ","$14,250,000 ","$2,522,561 ","$8,255,000 ","$1,221,959 ","$17,176,486 ","$43,426,006 ",2026
Jets,"$65,400,000 ","$1,229,095 ","$13,184,000 ",$0 ,"$6,090,954 ","$85,904,049 ","$26,650,000 ","$9,321,257 ","$10,643,392 ",$0 ,"$1,186,096 ","$47,800,745 ",2026
Cardinals,"$54,493,333 ","$3,083,334 ","$7,705,588 ",$0 ,"$17,253,843 ","$82,536,098 ","$21,733,333 ","$2,735,605 ","$1,206,245 ","$4,017,750 ","$12,490,082 ","$42,183,015 ",2026
Ravens,"$74,650,000 ",$0 ,"$4,466,140 ",$0 ,"$2,358,826 ","$81,474,966 ","$38,694,000 ","$1,325,141 ","$29,219,614 ","$20,723,000 ","$22,927,000 ","$112,888,755 ",2026
Bengals,"$48,250,000 ","$1,216,539 ","$2,499,542 ","$2,850,000 ","$21,998,000 ","$76,814,081 ",$0 ,"$4,005,036 ","$9,550,000 ","$1,694,323 ","$3,125,177 ","$18,374,536 ",2026
49ers,$0 ,"$4,288,000 ","$9,657,446 ","$16,477,638 ","$45,041,781 ","$75,464,865 ","$31,250,000 ","$54,668,350 ","$29,052,779 ","$5,058,515 ","$1,223,378 ","$121,253,022 ",2026
Panthers,"$12,076,615 ","$6,975,000 ","$6,152,011 ",$0 ,"$42,387,934 ","$67,591,560 ","$10,555,000 ","$1,750,951 ","$7,833,334 ","$1,227,383 ",$0 ,"$21,366,668 ",2026
Raiders,"$4,272,345 ",$0 ,"$50,105,663 ","$2,963,430 ","$8,836,668 ","$66,178,106 ","$32,353,681 ","$34,977,546 ",$0 ,"$2,392,524 ","$1,350,897 ","$71,074,648 ",2026
Buccaneers,"$45,775,000 ",$0 ,"$14,263,824 ","$1,206,245 ","$2,381,741 ","$63,626,810 ","$27,876,021 ","$1,738,995 ","$1,224,332 ","$1,196,094 ","$15,784,000 ","$47,819,442 ",2026
Titans,"$3,036,143 ","$10,997,010 ","$27,920,674 ","$1,226,342 ","$19,977,145 ","$63,157,314 ","$25,473,000 ","$28,650,000 ",$0 ,$0 ,"$35,500,000 ","$89,623,000 ",2026
Chargers,"$46,345,675 ",$0 ,"$5,837,596 ","$5,500,000 ","$1,223,035 ","$58,906,306 ","$1,188,073 ","$2,090,894 ","$1,724,681 ","$24,606,494 ",$0 ,"$29,610,142 ",2026
Jaguars,$0 ,"$1,715,929 ","$26,111,066 ","$11,445,473 ","$18,020,903 ","$57,293,371 ","$41,751,780 ",$0 ,"$19,149,538 ","$10,770,458 ","$1,186,899 ","$72,858,675 ",2026
Vikings,"$1,214,818 ",$0 ,"$4,369,189 ","$22,448,000 ","$28,998,560 ","$57,030,567 ","$1,229,943 ","$26,500,000 ","$9,050,000 ","$5,508,386 ","$1,687,663 ","$43,975,992 ",2026
Patriots,$0 ,"$4,500,000 ","$10,270,153 ","$11,000,000 ","$28,912,000 ","$54,682,153 ",$0 ,"$7,478,691 ","$1,770,271 ",$0 ,"$5,970,879 ","$15,219,841 ",2026
Packers,"$1,226,045 ","$14,625,000 ","$3,505,429 ","$4,458,896 ","$24,800,000 ","$48,615,370 ","$2,534,989 ","$51,760,711 ",$0 ,"$20,265,941 ","$35,713,775 ","$110,275,416 ",2026
Broncos,$0 ,$0 ,"$1,930,929 ",$0 ,"$43,364,446 ","$45,295,375 ","$12,225,000 ","$1,075,000 ","$1,824,688 ","$9,777,390 ","$1,733,292 ","$26,635,370 ",2026
Lions,"$1,819,691 ","$6,802,999 ","$2,724,190 ","$3,011,909 ","$26,012,521 ","$40,371,310 ","$5,416,663 ",$0 ,"$4,684,279 ","$2,552,373 ",$0 ,"$12,653,315 ",2026
Cowboys,$0 ,"$1,178,333 ","$1,165,589 ","$1,993,943 ","$35,266,245 ","$39,604,110 ","$4,223,766 ","$1,317,689 ","$1,715,007 ","$10,650,000 ","$20,949,577 ","$38,856,039 ",2026
Bears,$0 ,"$10,170,506 ","$1,310,862 ","$11,600,000 ","$6,671,722 ","$29,753,090 ","$3,973,300 ","$25,085,294 ","$18,663,737 ",$0 ,"$24,266,085 ","$71,988,416 ",2026
Commanders,$0 ,"$1,189,423 ","$5,600,000 ",$0 ,"$21,199,276 ","$27,988,699 ","$28,010,000 ","$26,054,883 ",$0 ,"$2,430,217 ","$6,047,408 ","$62,542,508 ",2026
Seahawks,$0 ,"$3,355,556 ","$4,587,325 ",$0 ,"$2,570,112 ","$10,512,993 ","$26,276,877 ","$20,144,273 ",$0 ,"$1,188,700 ","$10,137,639 ","$57,747,489 ",2026
Steelers,$0 ,$0 ,$0 ,"$1,703,518 ","$6,454,653 ","$8,158,171 ","$2,333,267 ","$17,700,000 ","$18,506,565 ","$24,455,000 ","$4,226,493 ","$67,221,325 ",2026
Eagles,"$41,832,800 ","$19,308,000 ","$9,684,000 ",$0 ,"$30,952,000 ","$101,776,800 ",$0 ,"$27,506,000 ",$0 ,"$13,758,000 ",$0 ,"$41,264,000 ",2027
Bills,"$56,959,000 ",$0 ,"$1,725,000 ","$2,336,000 ","$23,070,000 ","$84,090,000 ","$22,650,000 ","$32,669,000 ","$4,889,000 ",$0 ,"$12,342,333 ","$72,550,333 ",2027
Falcons,"$57,500,000 ",$0 ,$0 ,$0 ,"$23,250,000 ","$80,750,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Ravens,"$74,650,000 ",$0 ,$0 ,$0 ,$0 ,"$74,650,000 ","$30,500,000 ",$0 ,"$27,500,000 ",$0 ,"$1,884,000 ","$59,884,000 ",2027
Chiefs,"$64,814,888 ",$0 ,$0 ,$0 ,$0 ,"$64,814,888 ","$34,350,000 ",$0 ,$0 ,$0 ,$0 ,"$34,350,000 ",2027
Chargers,"$58,345,675 ",$0 ,$0 ,$0 ,$0 ,"$58,345,675 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Bengals,"$52,250,000 ",$0 ,$0 ,$0 ,$0 ,"$52,250,000 ",$0 ,$0 ,"$10,215,000 ",$0 ,$0 ,"$10,215,000 ",2027
Saints,"$17,216,000 ",$0 ,$0 ,$0 ,"$30,809,000 ","$48,025,000 ",$0 ,"$16,750,000 ",$0 ,$0 ,"$8,200,000 ","$24,950,000 ",2027
Titans,$0 ,$0 ,"$27,250,000 ",$0 ,"$16,525,000 ","$43,775,000 ","$28,300,000 ",$0 ,$0 ,$0 ,"$21,400,000 ","$49,700,000 ",2027
Cardinals,"$43,535,000 ",$0 ,$0 ,$0 ,$0 ,"$43,535,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Panthers,$0 ,$0 ,$0 ,$0 ,"$41,050,000 ","$41,050,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Broncos,$0 ,$0 ,$0 ,$0 ,"$28,125,000 ","$28,125,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Texans,$0 ,$0 ,"$18,000,000 ",$0 ,"$8,366,000 ","$26,366,000 ",$0 ,$0 ,"$4,400,000 ",$0 ,$0 ,"$4,400,000 ",2027
Browns,"$8,984,000 ",$0 ,"$13,472,400 ",$0 ,$0 ,"$22,456,400 ","$21,067,000 ","$37,682,225 ",$0 ,"$16,927,000 ","$27,019,800 ","$102,696,025 ",2027
Giants,$0 ,$0 ,$0 ,$0 ,"$22,400,000 ","$22,400,000 ","$29,134,600 ","$32,500,000 ",$0 ,$0 ,$0 ,"$61,634,600 ",2027
Vikings,$0 ,$0 ,$0 ,"$21,600,000 ",$0 ,"$21,600,000 ",$0 ,"$22,300,000 ","$3,100,000 ",$0 ,$0 ,"$25,400,000 ",2027
Cowboys,$0 ,$0 ,$0 ,$0 ,"$20,000,000 ","$20,000,000 ",$0 ,$0 ,$0 ,$0 ,"$24,750,000 ","$24,750,000 ",2027
Packers,$0 ,"$16,625,000 ",$0 ,$0 ,$0 ,"$16,625,000 ",$0 ,"$32,688,135 ",$0 ,"$22,500,000 ","$2,364,000 ","$57,552,135 ",2027
Jaguars,$0 ,$0 ,"$10,400,000 ",$0 ,"$5,200,000 ","$15,600,000 ","$15,300,000 ",$0 ,"$15,840,000 ","$4,400,000 ",$0 ,"$35,540,000 ",2027
Bears,$0 ,$0 ,$0 ,"$11,600,000 ",$0 ,"$11,600,000 ",$0 ,"$25,085,295 ",$0 ,$0 ,"$21,000,000 ","$46,085,295 ",2027
Buccaneers,"$11,550,000 ",$0 ,$0 ,$0 ,$0 ,"$11,550,000 ","$2,284,000 ",$0 ,$0 ,$0 ,"$2,284,000 ","$4,568,000 ",2027
Commanders,$0 ,$0 ,$0 ,$0 ,"$7,756,000 ","$7,756,000 ","$5,600,000 ","$10,600,000 ",$0 ,$0 ,$0 ,"$16,200,000 ",2027
Dolphins,$0 ,$0 ,$0 ,$0 ,"$5,900,229 ","$5,900,229 ","$2,804,000 ","$29,674,000 ","$3,350,000 ",$0 ,$0 ,"$35,828,000 ",2027
49ers,$0 ,$0 ,$0 ,$0 ,"$4,329,000 ","$4,329,000 ","$10,090,000 ","$52,028,105 ","$9,479,000 ",$0 ,$0 ,"$71,597,105 ",2027
Jets,$0 ,$0 ,"$2,184,000 ",$0 ,$0 ,"$2,184,000 ","$30,400,000 ",$0 ,$0 ,$0 ,$0 ,"$30,400,000 ",2027
Lions,$0 ,$0 ,$0 ,$0 ,"$1,437,500 ","$1,437,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Colts,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$10,255,000 ",$0 ,$0 ,"$10,255,000 ",2027
Steelers,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$18,700,000 ",$0 ,$0 ,$0 ,"$18,700,000 ",2027
Rams,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2027
Raiders,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$30,550,000 ",$0 ,$0 ,$0 ,$0 ,"$30,550,000 ",2027
